,제목,가수,가사
211,좋아해.. (바른연애 길잡이 X 죠지),죠지,용기 내어보려 노력했는데 왜 네 앞에서는 다 어색해지고 꽤 자연스럽던 내 인사마저도 마음대로 되지가 않아 그저 웃어주는 널 바라보면 아무 이유 없이 행복해져 늘 서툴렀었던 내 못난 표현에도 따뜻하게 안아주었어 널 좋아한다 말하고 집에 돌아가는 길에 너의 얼굴이 자꾸 떠올라 나도 몰래 설레였어 누구보다 널 위해 많이 노력하고 있어 뒤돌아보면 언제나 그랬듯 서있을 거야 우리 잠시라도 마주칠 때면 괜히 너의 눈을 피하게 돼 잘 몰랐었던 너의 작은 오해에도 하루 종일 고민했었어 널 좋아한다 말하고 집에 돌아가는 길에 너의 얼굴이 자꾸 떠올라 나도 몰래 설레였어 누구보다 널 위해 많이 노력하고 있어 뒤돌아보면 언제나 그랬듯 서있을 거야 아마도 많이 달라졌었겠지 네가 없었다면 나는 지금 어땠을까 우리 조금 달랐을까 좋아한다 말하고 집에 돌아가는 길에 너의 얼굴이 자꾸 떠올라 나도 몰래 설레였어 누구보다 널 위해 많이 노력하고 있어 뒤돌아보면 언제나 그랬듯 서있을 거야
212,그대가 분다,엠씨더맥스 (M.C the MAX),옅은 바람 냄새에 두 눈을 감아본다 낡은 가슴 여전한 떨림 그대가 그대가 온다 어렴풋이 피어오르는 그 옛날의 기억이 두 눈에 소리 없이 흘러 이 가슴을 울려온다 내 맘속에 그대가 분다 그 시절 그때처럼 웃으며 나에게 불어와 소리 없이 그대가 분다 내 가슴 한가운데 보고 싶은 그대가 분다 앙상해진 너의 계절에 가슴이 시려 와도 돌아보면 어제 같은 날들 그 시절은 영원하다 내 맘속에 그대가 분다 그 시절 그때처럼 웃으며 나에게 불어와 소리 없이 그대가 분다 내 가슴 한가운데 보고 싶은 그대가 분다 정말 사랑했구나 그댈 매일 돌아보며 사는 나 내 맘속에 그대가 분다 어디선가 그대가 운다 안아주고 싶지만 자꾸만 멀어지잖아 온 맘 다해 그댈 부른다 이 세상 한가운데 눈물로 그댈 불러본다 하루 종일 그대가 분다
213,사랑할 수 없는 너에게,도영 (DOYOUNG),어느샌가 친구 이상이 된 너 소리 없이 자란 맘이 시들지 않아 Oh 한 걸음만 가까이 다가가도 되려 멀어질 것처럼 늘 제자리만 맴돌고 있는 나지 애써 삼키고 삼키는 말들 오늘도 웃으며 널 보며 맘을 눌러 놔 수없이 네게 들리지 않는 고백을 해 네 시선 끝에 늘 나 아닌 누군가 있단 걸 알아 시작도 못 해본 채로 매번 끝을 마주 봐야 하는 나 네가 모르는 유일한 비밀인 걸 네 사랑을 받는 사람 Oh 부러우면서 미워져 어떤 맘일까 Oh yeah 애써 잊으려 해 봐도 안돼 너를 좋아한 그 이후로 너만 바라봐 수없이 네게 들리지 않는 고백을 해 네 시선 끝에 늘 나 아닌 누군가 있단 걸 알아 시작도 못 해본 채로 매번 끝을 마주 봐야 하는 나 네가 모르는 유일한 비밀인 걸 난 너의 곁에 이대로 Forever 함께 할 수 있다면 아파도 웃어 보일게 또 아무렇지 않은 척 Yeah 네 시간 안에서 Yeah 나는 어디에 있어도 괜찮아 oh oh 친구라도 돼 수없이 네게 들리지 않는 고백을 해 네 시선 끝에 늘 나 아닌 누군가 있단 걸 알아 시작도 못 해본 채로 매번 끝을 마주 봐야 하는 나 널 사랑해도 사랑할 수가 없어
214,Everyday,죠지,I only wanna be with you everyday 내 마음 춤추게 해 너의 그 웃음이 두근거리는 내 마음 느꼈을까 설레는 네 모습이 날 다시 꿈꾸게 해 용기 없는 날 반겨준 너라서 후회 없이 더 사랑하고 싶어 Everyday 저 하늘보다 높은 내 마음이 너에게 다 전해지길 바라는 걸 Awesome day 네 하루가 된다면 언제나 웃을 수 있게 너의 구름이 걷히게 Everyday Everyday 주체할 수 없이 뛰는 내 마음이 널 향해 가는 걸음 자꾸 나를 재촉해 가끔 이해할 수 없는 너의 말들 하루 종일 생각해 나 틀렸을까 서툰 고백도 웃어준 너라서 쉴 새 없이 널 안아주고 싶어 Everyday 저 하늘보다 높은 내 마음이 너에게 다 전해지길 바라는 걸 Awesome day 네 하루가 된다면 언제나 웃을 수 있게 너의 구름이 걷히게 Everyday 기다렸어 꿈보다 달콤한 사랑이 시작된 거야 너밖에 안 보여 Everyday 오늘도 보러 갈게 내 마음이 너에게 다 전해지길 바라는 걸 Awesome day 네 하루가 된다면 언제나 웃을 수 있게 너의 구름이 걷히게 Everyday Everyday Everyday Everyday 저 하늘보다 높게 Everyday Everyday
215,여인의 향기,씨야,잘 지내 보여요 그대 얼굴은  날 잊고 잘 사는 듯 하죠  그런 그대가 얼마나 미운지  얼마나 서운했는지  난 겁이 많아서 혼자란 게 싫어서  그대 없이 난 안되네요  머리는 그댈 쉽게 잊어 내도  가슴은 그댈 다시 데려오네요  사랑했었나 봐 지우지 못하나 봐  힘들었던 일들만 떠올려도  좋았던 기억만 다시 찾아와  나를 더 아프게 하죠  어떡하나요 사랑하고 싶은데  죽을 만큼 너무 보고 싶은데  세상에 가장 하고픈 말  애써 참아 볼게요  가슴 아파도 나 웃네요  눈물이 많아서 가슴이 참 약해서  웃는 법도 잘 몰랐는데  그대 때문에 행복을 배웠고  그대 때문에 사랑을 알았는데  사랑했었나 봐 지우지 못하나 봐  힘들었던 일들만 떠올려도  좋았던 기억만 다시 찾아와  나를 더 아프게 하죠  어떡하나요 사랑하고 싶은데  죽을 만큼 너무 보고 싶은데  세상에 가장 하고픈 말  그대를 사랑해요  이제는 그만 됐다고  잊어 줄 때도 된 것만 같다고  두 눈이 먼다면 심장이 멈추면 될까요  사랑했던 만큼 그리워한 날만큼  그댈 보내 주는 것도 힘든데  내가 얼마나 더 잊어야 하죠  얼마나 더 아파야죠  멀어져 가지만 다시는 못 보지만  그댈 위한 내 마지막 선물은  그대 편히 갈 수 있도록  애써 웃어 보인 일  오늘도 그대 행복에 살죠
216,그런 밤 (Some Nights),태연 (TAEYEON),가장 높은 음으로 불러본 너의 이름 어쩌면 닿을 것 같아 가장 아픈 봄에도 기어이 꽃이 피면 나는 그게 네 잔소리 같아  이젠 긴 시간 속을 천천히 걸어 서두르기 싫어서 작고 사소한 일로 환하게 웃다가도  누가 울어도 이상하지 않은 밤 난 너를 몰래 떠올려 비가 내리면 눈물이 보이지 않는 것처럼  꺼내 먹을 만큼의 행복한 기억들을 주머니에 넣으면 전부 쓰기는커녕 남겨온 날이 있어 그건 좋은 날이지  지난 기억으로만 울고 웃는 게 왠지 아쉬운 거야 마음 안의 시계를 지금에 맞추지만  누가 울어도 이상하지 않은 밤 난 너를 몰래 떠올려 비가 내리면 눈물이 보이지 않는 것처럼  그리워하면 어디든 있는 너 늘 나와 걷는 넌 제일 밝은 곳으로만 이끌어  크게 웃어도 어색하지 않은 밤 긴 꿈을 깨지 않는 밤  끝내 잊어도 이상하지 않은 날 널 보내줄 수 있겠지 그때까진 피하지 않아 그리움은 슬픔이 아냐  다른 시간일 뿐이야 So let the memories go on And let the days go on and on So let me remember 오늘 같은 밤이면
217,"혼자, 한잔",허각,오늘따라 술이 달아 숨을 쉬듯 또 한잔 그냥 삼키고 말죠 어느 사이 텅 빈 술잔 그 너머로 그녀가 보일 것 같아 우리 둘 헤어진 일조차 잊은 채로 기억 속 그녀와 얘기하듯 혼자 떠들다가 취한 난 눈앞이 흐려져요 Oh 긴 꿈속처럼 행복했던 더없이 좋았었던 그때의 우리 잘 지내나요 나 없이도 괜찮나요 나는 괜찮지 않죠 취할수록 또렷하게 떠오르는 그녀가 너무나도 예뻐서 술인지 눈물인지 혼자 한잔 비우고 채우고 또다시 비워내죠 우리 둘 추억만큼 쌓여진 텅 빈 술병들과 이렇게 텅 빈 내가 있네요 uh oh 왜 이리 고마운 일들만 많은 건지 기억 속 난 항상 미안해요 그녀 곁에 있던 그 동안 언제나 부족하기만 했죠 uh oh oh 꼭 어제처럼 선명하게 눈앞에 그려지는 그녀의 얼굴 잘 지내나요 괜찮나요 오늘 밤도 나만 비틀거려요 취할수록 또렷하게 떠오르는 그녀가 너무 보고 싶어서 울다가 웃었다가 원망하죠 oh 또 한잔 다시 한잔 눈물 한잔 uh oh 버릇처럼 혼자 이렇게 한잔
218,나의 봄은,이수현,조금 늦은 저녁 길 나를 앞서 걷는 사람들 행복할까 느린 걸음 때문에 내겐 늦는 걸까 안 오려는 걸까 눈 감아보면 들리는 맘 샘내듯 갖고 싶던 다른 내일 또 하루만 또 하루만 미뤄놓은 약속 긴 밤은 나무라듯 잠을 청해 소란스런 사랑도 무덤덤한 잦은 이별도 알게 될까 나의 꿈이 게을러 겨우 한 뼘 자란 갖고 싶단 욕심 저 쏟아지는 햇살 위로 눈부신 나의 꿈도 피어나길 또 미루고 또 미루다 지쳐버린 날들 오늘은 어제보다 행복하길 저 쏟아지는 햇살위로 눈부신 나의 꿈도 피어나길 또 미루고 또 미루다 지쳐버린 날들 오늘은 어제보다 행복하길
219,"깊은 밤을 날아서 (Flying, deep in the night)",규현 (KYUHYUN),우리들 만나고 헤어지는 모든 일들이 어쩌면 어린애들 놀이 같아 슬픈 동화 속에 구름 타고 멀리 날으는 작은 요정들의 슬픈 이야기처럼 그러나 우리들 날지도 못하고 울지만 사랑은 아름다운 꿈결처럼 고운 그대 손을 잡고 밤 하늘을 날아서 궁전으로 갈 수도 있어 난 오직 그대 사랑하는 마음에 바보 같은 꿈꾸며 이룰 수 없는 저 꿈의 나라로 길을 잃고 헤매고 있어 그러나 우리들 날지도 못하고 울지만 사랑은 아름다운 꿈결처럼 고운 그대 손을 잡고 밤 하늘을 날아서 궁전으로 갈 수도 있어 그러나 우리들 날지도 못하고 울지만 사랑은 아름다운 꿈결처럼 고운 그대 손을 잡고 밤 하늘을 날아서 궁전으로 갈 수도 있어 난 오직 그대 사랑하는 마음에 밤하늘을 날아서 그대 잠든 모습 바라보다가 입맞추고 날아오고파 그러나 우리들 날지도 못하고 울지만 사랑은 아름다운 꿈결처럼 고운 그대 손을 잡고 밤 하늘을 날아서 궁전으로 갈 수도 있어 난 오직 그대 사랑하는 마음에 바보 같은 꿈꾸며 이룰 수 없는 저 꿈의 나라로 길을 잃고 헤매고 있어 그러나 우리들 날지도 못하고 울지만 사랑은 아름다운 꿈결처럼 고운 그대 손을 잡고 밤 하늘을 날아서 궁전으로 갈 수도 있어 고운 그대 손을 잡고 밤 하늘을 날아서 궁전으로 갈 수도 있어
220,사랑합니다...,팀,나빠요 참 그대란 사람 허락도 없이 왜 내 맘 가져요 그대 때문에 난 힘겹게 살고만 있는데 그댄 모르잖아요 알아요 나는 아니란 걸 눈길 줄 만큼 보잘 것 없단걸 다만 가끔씩 그저 그 미소 여기 내게도 나눠줄 순 없나요 비록 사랑은 아니라도 언젠간 한번쯤은 돌아봐 주겠죠 한없이 뒤에서 기다리면 오늘도 차마 못한 가슴속 한마디 그댈 사랑합니다 어제도 책상에 엎드려 그댈 그리다 잠들었나봐요 눈을 떠보니 눈물에 녹아 흩어져 있던 시린 그대 이름과 헛된 바램뿐인 낙서만 언젠간 한번쯤은 돌아봐 주겠죠 한없이 뒤에서 기다리면 오늘도 차마 못한 가슴속 한마디 그댈 사랑합니다 이젠 너무 나도 내겐 익숙한 그대 뒷모습을 바라보며 흐르는 눈물처럼 소리없는 그말 그댈 사랑합니다
221,비가 내리는 날에는,윤하 (YOUNHA),문득 생각이나요 우리 헤어지던 날 마음 아팠던 그날을 그대는 여전히 잘 지내나요 이런 날이면 보고 싶어요 아직 난 그댈 좋아한다고 비가 내리는 날에는 나를 생각해줘요 함께 걸었던 거리를 기억해줘요 비가 내리는 날이면 조금 아파해줘요 추억이 담긴 내 눈물이 그대 어깰 적시도록 그땐 왜 그리도 모질었나요 헤어지기 싫다고 네게 소리 쳐봐도 표정 하나 안 변하고 나를 밀어내던 그대가 참 보고 싶은 날 비가 내리는 날에는 나를 생각해줘요 함께 걸었던 거리를 기억해줘요 비가 내리는 날이면 조금 아파해줘요 추억이 담긴 내 눈물이 그대 어깰 적시도록 어쩌죠 너무 보고 싶어요 잠에 들 수도 없죠 그대가 참 미워요 비가 내리는 날에는 나를 생각해줘요 오늘 비가 내리네요 그대가 그리워요 함께 걸었던 거리를 걷고 있어요 비가 내리는 날이면 내가 많이 아파요 내 눈물에 그대를 담아 이제 그만 놓아주길
222,모두가 그렇게 살아,전상근,해가 지는 거리에 서서 그냥 지나치는 순간이 나는 왜 오늘따라 즐겁지가 않아 또 웃어봐 그냥 다 무시해 피곤하고 짜증만 나서 하루 종일 머리만 아파 반복된 일상들이 지치게만 하고 사람이 아프고 또 아프게 하네 떠나가듯 그렇게 살아간다면 남는 게 뭐가 있을 까 흔치 않는 사람에 기대도 미련도 갖지 않기를 사람이 그렇듯 사랑이 그렇듯 모두가 그렇게 살아 결국에 난 익숙한 혼자가 되네 피곤하고 짜증만 나서 하루 종일 머리만 아파 반복된 일상들이 지치게만 하고 사람이 아프고 또 아프게 하네 떠나가듯 그렇게 살아간다면 남는 게 뭐가 있을 까 흔치 않는 사람에 기대도 미련도 갖지 않기를 사람이 그렇듯 사랑이 그렇듯 모두가 그렇게 살아 결국에 난 익숙한 혼자가 되네
223,사고쳤어요,다비치,말해버렸어 사랑한단말 그만 고백해버렸어 너의 뒤에서 사랑한단말 그말 입밖에 내버렸어 영원히 내마음 숨기려고 했는데 나홀로 사랑은 너무아파 혼자서 꿈꾸고 바라고 바라보고 그건 너무 힘든데 어쩌지 내 가슴이 이렇게 결국 사고를 치나봐 사랑은 안돼 난 안돼 아무리 막아서 봐도 아플 줄 알면서도 또 대책없이 사고를 치나봐 어느새 널 향해 내 가슴이 사랑을 저질러 버렸나봐 다시는 사랑은 안하려고 했는데 뒤에 올 상처가 너무아파 누군갈 원하고 그리고 기다리고 그건 너무 힘든데 어쩌지 내가슴이 이렇게 결국 사고를 치나봐 사랑은 안돼 난 안돼 아무리 막아서 봐도 아플 줄 알면서도 또 대책 없이 사고를 치나봐 어느새 널 향해 내 가슴이 사랑을 저질러 버렸나봐 자꾸만 겁이나 너무 아파 질까봐 이젠 다시 쓸 수도 없게 가슴이 깨어지고 부서질까봐 어쩌지 내눈물이 또 눈치없이 말썽을 피나봐 울기는 싫어 다 싫어 아무리 참아 내봐도 널 데려 와 달라고 보고싶다고 말썽을 피나봐 내게는 단한번 눈길조차 안주는 너인줄도 모르고
224,곰인형 (Feat. 해금),린,함께 본 영화표를 태우고 니가 사준 곰 인형을 패도 엉엉 울어 봐도 후련하질 못해 함께 산 핸드폰을 버리고 니가 사준 백일반질 빼도 준건 다 버려도 널 잊지를 못해 아무런 생각도 나지 않고 아무도 만나고 싶지 않아 사랑이 이런 건지 몰랐어요 아무런 얘기도 하기 싫고 아무런 전화도 받기 싫어 이렇게 힘든 건지 몰랐어요 난 백년을 사랑한 게 아닌데 백일을 겨우 넘긴 너인데 숟가락만 들어도 자꾸 니 생각에 눈물이 나 세수하다 모르게 자꾸 니 생각에 눈물이 나 자꾸 니 생각이 나 울고 울어도 눈물이 나 새빨간 하트를 지우고 저장된 일번을 지워도 다른 번호로 바꿔 봐도 안돼 안돼 안된단 말야 모아 논 사진을 치우고 니가 준 편질 찢어 봐도 할 수 있는 건 다 해봐도 안돼 안돼 안된단 말야 너 친구도 만나보고 남자도 만날게 밥도 잘 먹어보고 술도 좀 마실게 근데 또 웃긴 게 해볼 건 다 했는데 널 잊는 게 그것만 안돼 아무런 생각도 나지 않고 아무도 만나고 싶지 않아 사랑이 이런 건지 몰랐어요 아무런 얘기도 하기 싫고 아무런 전화도 받기 싫어 이렇게 힘든 건지 몰랐어요 힘든 건지 몰랐어요 난 새빨간 하트를 지우고 저장된 일번을 지워도 다른 번호로 바꿔 봐도 안돼 안돼 안된단 말야 모아 논 사진을 치우고 니가 준 편질 찢어 봐도 할 수 있는 건 다 해봐도 안돼 안돼 안된단 말야 너 친구도 만나보고 남자도 만날게 밥도 잘 먹어보고 술도 좀 마실게 근데 또 웃긴 게 해볼 건 다 했는데 널 잊는 게 그것만 안돼 함께 본 영화표를 태우고 니가 사준 곰 인형을 패도 엉엉 울어 봐도 후련하지 못해 난
225,"아무렇지 않게, 안녕",HYNN (박혜원),시간이 유난히 좀 느리게 흐르고 너와 나 그 사이에 고요함이 번질 때 기다리던 너에게 이별을 건넨다면 아무렇지 않게 안녕 말할 수 있길 피우다 시들고 다시 그리워하다 이렇게 이렇게 또 흐려진 너와 나 끝이 없을 것 같던 우리의 일기장에 아무렇지 않게 안녕 말할 수 있길 시린 마음 틈으로 손을 내밀어 준 너 좋은 기억들만 다 맘에 새겨둘 거야 한 걸음 또 한 걸음 멀어지는 뒷모습 정말로 안녕 보랏빛 구름이 머리 위를 채우고 다시 또 밝아진 불빛 우릴 감싸면 그때 눈을 맞추고 이별을 건넨다면 아무렇지 않게 안녕 말할 수 있길 시린 마음 틈으로 손을 내밀어 준 너 좋은 기억들만 다 맘에 새겨둘 거야 한 걸음 또 한 걸음 멀어지는 뒷모습 정말로 안녕 머뭇대는 나는 아직 너의 눈을 마주 바라보지 못해 조금만 더 여기 서있을게 시끄러운 나의 맘도 새어 나올 것만 같은 눈물까지 뒤로할게 웃으며 보낼게 그래 이젠 안녕 시린 마음 틈으로 손을 내밀어준 너 좋은 기억들만 다 맘에 새겨둘 거야 한 걸음 또 한 걸음 멀어지는 뒷모습 정말로 안녕
226,그런 사람 또 없습니다,이승철,천번이고 다시 태어난 데도 그런 사람 또 없을테죠 슬픈 내 삶을 따뜻하게 해준 참 고마운 사람입니다 그런 그댈 위해서 나의 심장 쯤이야 얼마든 아파도 좋은데 사랑이란 그 말은 못해도 먼곳에서 이렇게 바라만 보아도 모든걸 줄수 있어서 사랑 할수 있어서 난 슬퍼도 행복 합니다  나 태어나 처음 가슴 떨리는 이런 사랑 또 없을테죠 몰래 감추듯 오랜 기억속에 단 하나의 사랑 입니다 그런 그댈 위해서 아픈 눈물 쯤이야 얼마든 참을수 있는데 사랑이란 그말은 못해도 먼곳에서 이렇게 바라만 보아도 모든걸 줄수 있어서 사랑할수 있어서 난 슬퍼도 행복 합니다 아무것도 바라지않아도 그대 웃어준다면 난 행복할텐데 사랑은 주는거니까 그저 주는거니까 난 슬퍼도 행복합니다
227,흔한 이별,허각,매일 집으로 돌아가는 익숙한 골목 거리 사이 불어온 볼 스치는 차가워진 이 바람을 따라 걷다가 네 생각이 나 잘 지내니 많이 바쁘게 지냈나 봐 너 없는 하루가 왜 그리 느리게만 가는지 했던 게 어제 일만 같은데 어느새 까맣게 잊고 살았나 봐 이 계절이 널 기억하고 있나 봐 우리가 헤어진 게 이맘때였어 그때는 왜 그렇게 세상을 다 잃은 것만 같던지 지나 지나고 보니 흔한 이별인 듯 살아져 너도 나처럼 어느새 잊었을까 참 사랑했었던 애틋했던 우리 사이 이젠 남들과 같나 봐 지나보니 알 것 같아 다 내 잘못이었다는 걸 들릴 듯 말 듯하게 나 혼잣말로 미안했다며 별일은 없는지 너를 불러봐 이 계절이 널 기억하고 있나 봐 우리가 헤어진 게 이맘때였어 그때는 왜 그렇게 세상을 다 잃은 것만 같던지 지나 지나고 보니 흔한 이별인 듯 살아져 너도 나처럼 어느새 잊었을까 참 사랑했었던 애틋했던 우리 사이 이젠 남들과 같나 봐 생각보다 많이 무뎌진 것만 같아서 조심스레 괜찮다 말해 볼 스치는 바람 따라 살며시 너를 싣고서 이젠 보내줄래
228,총맞은것처럼,백지영,총 맞은 것처럼 정신이 너무 없어 웃음만 나와서 그냥 웃었어 그냥 웃었어 그냥 허탈하게 웃으며 하나만 묻자 했어 우리 왜 헤어져 어떻게 헤어져 어떻게 헤어져 어떻게 구멍난 가슴에 우리 추억이 흘러 넘쳐 잡아보려 해도 가슴을 막아도 손가락 사이로 빠져나가 심장이 멈춰도 이렇게 아플 것 같진 않아 어떻게 좀 해줘 날 좀 치료해줘 이러다 내 가슴 다 망가져 구멍난 가슴이 어느새 눈물이 나도 모르게 흘러 이러기 싫은데 정말 싫은데 정말 싫은데 정말 일어서는 널 따라 무작정 쫓아 갔어 도망치듯 걷는 너의 뒤에서 너의 뒤에서 소리쳤어 구멍난 가슴에 우리 추억이 흘러 넘쳐 잡아보려 해도 가슴을 막아도 손가락 사이로 빠져나가 심장이 멈춰도 이렇게 아플 것 같진 않아 어떻게 좀 해줘 날 좀 치료해줘 이러다 내 가슴 다 망가져 총 맞은 것처럼 정말 가슴이 너무 아파 이렇게 아픈데 이렇게 아픈데 살 수가 있다는 게 이상해 어떻게 너를 잊어 내가 그런 건 나는 몰라 몰라 가슴이 뻥뚫려 채울 수 없어서 죽을 만큼 아프기만 해 총 맞은 것처럼
229,Rain Drop,아이유,소나기가 내려온다 내 머리위로 갑자기 말도 없이 젖어버리겠네 추억이 흘러 내린다 따라 눈물도 흐른다 바보처럼 집에가는길 아직도 멀기만한데 우산도 없이 감기걸릴것만 같아 이 길이 너에게로 돌아갈수 있는 길이면 젖어도 좋은데 Oh Rain Drop Oh Rain Drop 사랑이 참 모자라구나 Oh Rain Drop Oh Rain Drop 사랑은 저 빗방울처럼 모두 까맣게 잊어버리고 젖어 버리고선 아파하는 감기같은 걸까요  지난 여름날 햇살아래 짜증내고 뒤돌아 서버린 내 어리석음 예전처럼 우산을 들고 서있는 너를 본다면 참좋을 것같아 Oh Rain Drop Oh Rain Drop 사랑이 참 모자라구나 Oh Rain Drop Oh Rain Drop 사랑은 저 빗방울처럼 모두 까맣게 잊어버리고 젖어 버리고선 아파하는 감기같은 걸까요 쉽게 내쳐버린 말 야속했던 얘기로 많이 상처받았을 네가슴 이지만 오 아직도 내가 있다면 그안에 내가 있다면 젖은 발로 달려가고만 싶어 oh rain drop oh rain drop 사랑이 참 모자라구나 oh rain drop oh rain drop 사랑은 저 빗방울처럼 정말 까맣게 잊어버리고 젖어 버리고선 아파하는 감기같은 걸까요 그런 못된 감기같은 걸까요 내사랑은 항상 왜 이럴까요
230,밤새 (취향저격 그녀 X 카더가든),카더가든,나는 아름다운 꿈을 꾼 건진 모르겠네 눈이 부셨던가 그 순간을 잊을 수가 없네 햇살이 좋은 날 운명처럼 다가온 그대 꽃향기가 날 것 같은 그댄 woo woo woo woo 밤새 잠 못 드는 내 맘 알까요 그댄 알까요 wah uh uh 밤새 고민해요 왜 이럴까요 어떻게 하죠 oh woo woo woo woo woo woo woo woo woo woo woo woo woo woo woo woo woo woo woo 처음 본 그 순간 기억하고 난 기억해요 멈춰진 것 같던 그 시간들 woo woo woo woo 밤새 잠 못 드는 내 맘 알까요 그댄 알까요 wah uh uh 밤새 고민해요 왜 이럴까요 어떻게 하죠 oh woo woo woo woo woo woo woo woo woo woo woo woo woo woo woo woo woo woo woo 가슴 떨려 오는 감정이 느껴져요 wah uh 원했던 그 사랑 그 사람이 왔네요 wah uh 까만 밤 하늘에 그대 얼굴을 그려봐요 깊어지는 내 맘 알아줘요 woo woo woo woo
231,인연,이선희,
232,이별행동,이우,자꾸만 연락을 피하고 바쁘다며 약속을 미루고 점점 변해가는 네 모습 무심한 말투 조금씩 넌 반대로 가고 있어 다급했던 이별의 순간들 아직도 난 거짓말 같아서 아름답게 웃던 네 모습 볼 수 없다고 생각하면 미칠 듯 아픈데 자꾸만 생각이나 너무나도 사랑했었고 그런 내겐 전부였는데 이젠 너와 난 반대로 살고 있나 봐 사랑해 너밖에 없단 말 그 말 너무나도 그리워서 너를 보낼 수가 없나 봐 너를 저 멀리 보이는 네 모습 웃고 있는 넌 잘 지냈나 봐 찾아가지 말걸 그랬어 믿고 싶었는데 영화 같은 일 내겐 없나 봐 나를 다 잊은 거니 너무나도 사랑했었고 그런 내겐 전부였는데 이젠 너와 난 반대로 살고 있나 봐 사랑해 너밖에 없단 말 그 말 너무나도 그리워서 너를 보낼 수가 없나 봐 행복해 보여 나 없이도 잘 지내는데 어떻게 난 널 잊고 살 수 있을까 웃으며 내 품에 안긴 너 너의 모습이 죽을 만큼 그리워서 보낼 수가 없잖아 너를
233,그리워 그리워,노을,늦은저녁 하루를보내고 찬바람에 창문을 닫으니 아득하게 조용한 방에서 아주 작은 조명하나를 켜놓고 어둑해진 밖을 바라보니 문득 너무도 슬퍼지네 매일듣는 노래 LIST 엔 하나같이 다 우리얘기뿐 이별은 모두 다 같으니까 다시 조심스럽게 행복했던 날 아름답던 너를 그려보니 나도모르게 눈물이 나네 그리워 그리워 니가 너무나 그리워서 보고싶어서 잊고싶지않아서 잊을수가 없어서 못해준게 너무 많아서 더 그리워 너무나도 사랑했었기에 아름답게 우린 헤어졌어 현실안에 서로를 위해서 알아 어차피 우린 안될걸 누구보다 잘 알지만 왜이렇게도 눈물이 나는건지 그리워 그리워 니가 너무나 그리워서 보고 싶어서 잊고 싶지않아서 잊을 수가 없어서 못해준게 너무 많아서 그리워 그리워 니가 너무나 그리워서 보고싶어서 정말 널 잊고 싶지 않아서 널 다시 붙잡고 싶어서 지금 너무나 난 니가 그리워
234,홀로 (Feat. 김나영),정키,아침에 눈을 떴을 때 텅 빈 방안에 나 홀로 니 빈자리 거닐면서 많은 생각들에 잠겨 지워질 수 없는 기억 돌이킬 수 없는 우리 헤어날 수 없는 나와 멀어져만 가는 너를 바라봐 누군가 한 말 처럼 언젠가 만날 거라 그렇게 우린 헤어진 거야 집에 오는 길을 홀로 텅 빈 방 침대에 홀로 너와의 기억에 홀로 나 홀로 무뎌질 가슴 안고 추억 속에 살아 홀로 방안에서 깨면 홀로 늘 있던 니가 없어 익숙해지겠지 나 홀로 그 때를 기억하니 너와 내가 우리란 말로 함께 할 수 있었던 그 날의 사랑들을 잠시 맞잡았던 두 손 차마 놀 수 없어 붙잡았던 우리라 해도 그립고 그리워 그저 바라만 봐야 했어 누군가 한 말 처럼 언젠가 만날 거라 그렇게 우린 헤어진 거야 집에 오는 길을 홀로 텅 빈 방 침대에 홀로 너와의 기억에 홀로 나 홀로 무뎌질 가슴 안고 추억 속에 살아 홀로 방안에서 깨면 홀로 늘 있던 니가 없어 익숙해지겠지 나 홀로 지난 시간들이 그리워 힘든 건지 내 손길만을 기다린 건지 다른 누군갈 만날 내 모습 바란 건지 그저 날 사랑한다고 말해줘 집에 오는 길을 홀로 텅 빈 방 침대에 홀로 너와의 기억에 홀로 나 홀로 무뎌질 가슴 안고 살아 보고 싶어 매일 널 그리며 살아 다시 아파한다 해도 내게 손 내밀어 그저 날 사랑한다고 말해줘 이제 더 이상 잊혀질 그 날처럼 처음 날 만나서 설레었던 그 날 그 때로 다시 돌아와 나 하나만 바라보며 사랑한다고 말했던 그 때의 우리로 돌아갈래 텅 빈 방 침대에 홀로 너와의 기억에 홀로 나 홀로 무뎌질 가슴 안고 추억 속에 살아 홀로 방안에서 깨면 홀로 늘 있던 니가 없어 익숙해지겠지 나 홀로
235,그 중에 그대를 만나,이선희,그렇게 대단한 운명까진 바란적 없다 생각했는데 그대 하나 떠나간 내 하룬 이제 운명이 아님 채울 수 없소 별처럼 수 많은 사람들 그 중에 그대를 만나 꿈을 꾸듯 서롤 알아보고 주는 것 만으로 벅찼던 내가 또 사랑을 받고 그 모든건 기적이었음을 그렇게 어른이 되었다고 자신한 내가 어제같은데 그대라는 인연을 놓지 못하는 내 모습 어린아이가 됐소 별처럼 수 많은 사람들 그 중에 그대를 만나 꿈을 꾸듯 서롤 알아보고 주는 것 만으로 벅찼던 내가 또 사랑을 받고 그 모든건 기적이었음을 나를 꽃처럼 불러주던 그대 입술에 핀 내 이름 이제 수많은 이름들 그 중에 하나되고 오 그대의 이유였던 나의 모든 것도 그저 그렇게 별처럼 수 많은 사람들 그 중에 서로를 만나 사랑하고 다시 멀어지고 억겁의 시간이 지나도 어쩌면 또다시 만나 우리 사랑 운명이었다면 내가 너의 기적이었다면
